Index,avg_price_per_kg
126,8.605116703897918
127,4.516467960679598
128,8.705484901904539
129,9.869317898847648
130,6.043114011792463
131,6.595731793484669
132,4.956329528786792
133,8.716098505844755
134,7.282623243114902
135,1.254779669872611
136,6.047164781023232
137,6.515402458907773
138,8.45742570533115
139,6.943678213553722
140,5.074613007288328
141,8.605116703897918
142,5.362027145191206
143,8.689169565273552
144,4.7443699070029774
145,8.693016857013749
146,6.173912405951763
147,6.100972144234772
148,7.459959589053876
149,6.610215692789968
150,7.884784649532022
151,9.079086207716765
152,8.636261408424662
153,4.841937761696467
154,7.261171420658772
155,8.749737062667482
156,10.684516133280804
157,7.206658673501217
158,4.511604810845127
159,6.6625957846947745
160,6.551368865262653
161,7.418024174806483
162,9.079086207716765
163,7.3126400234910065
164,8.15378518774827
165,7.178204535559501
166,8.52496240412658
167,6.604305990324391
168,8.605116703897918
169,5.190984429534627
170,7.322640641183829
171,7.4902226419415685
172,6.961705657262023
173,6.115885269087348
174,8.624491872648345
175,6.047164781023232
176,6.098323245995816
177,6.932324927608403
178,4.708263883991993
179,6.400320373072679
180,7.008656353098215
181,6.162357274072246
182,5.620524292024239
183,10.473992470379578
184,7.222439161306093
185,7.571032626238613
186,6.131697905978037
187,4.048452894339331
188,9.869317898847648
189,6.938181877677121
190,6.957490955780235
191,5.0137598273751856
192,8.705484901904539
193,4.936342602325931
194,4.562174863727064
195,9.079086207716765
196,7.758063622534021
197,8.93371340423974
198,6.535501037100372
199,5.75303109221161
200,7.281978893675114
201,6.395855551035696
202,2.8727148830409357
203,7.302262039789057
204,3.070575275749749
205,6.79958656972326
206,4.484288545999237
207,7.255520158836654
208,6.515402458907773
209,8.624491872648345
210,7.3514924057114355
211,8.624491872648345
212,14.097674005495712
213,6.096796388740266
214,6.961705657262023
215,9.052319531818323
216,5.395670423920648
217,6.043114011792463
218,6.103512297880884
219,8.651258548546785
220,7.478782658581947
221,6.226395640873404
222,5.319605202225351
223,7.344046629074722
224,10.684516133280804
225,11.350400508314548
226,7.053272547048505
227,5.526134911903276
228,6.17379980165791
229,8.93371340423974
230,5.145005857499856
231,5.9674737725663185
232,9.830042669583396
233,8.651258548546785
234,6.115885269087348
235,6.17379980165791
236,6.094914530763855
237,7.472771786596809
238,8.661872152487003
239,3.948810746864583
240,5.08312788824071
241,4.4639617730938355
242,6.052961523858897
243,6.942429779068625
244,7.135903656310267
245,10.684516133280804
246,6.847320662401437
247,5.658556200580763
248,8.651258548546785
249,6.115164416217819
250,8.716098505844755
251,7.745614587320183
252,9.83731673309543
253,4.917018899282202
254,6.139741382174996
255,6.173912405951763
256,4.532818835484855
257,7.0189391794823575
258,8.705484901904539
259,8.661872152487003
260,8.651258548546785
261,9.079086207716765
262,9.079086207716765
263,6.147603137744317
264,6.031741870963334
265,4.600012047712614
266,7.453906522652816
267,4.961215092359189
268,6.098323245995816
269,6.270311846241453
270,6.173912405951763
271,8.705484901904539
272,6.1685738760678115
273,10.674449541766148
274,2.2602596306112814
275,8.651258548546785
276,9.032944363067898
277,4.954256994417587
278,6.1780881614462695
279,6.762555709260974
280,7.517787944103919
281,5.057177418047372
282,8.47919387302719
283,5.702177615711621
284,4.515251335438333
285,9.787468408365983
286,4.532245738840905
287,6.031741870963334
288,6.162357274072246
289,8.605116703897918
290,8.15378518774827
291,5.702177615711621
292,6.044869457807385
293,6.228693919830221
294,1.2595008819938232
295,9.079086207716765
296,6.904357039446126
297,8.705484901904539
298,7.771928495078929
299,7.585517872151692
300,6.420461816119743
301,5.387885160762753
302,6.047164781023232
303,4.505344558881557
304,7.297740232878762
305,8.697261029973237
306,9.949322794232629
307,5.0732211116839325
308,4.365828687413393
309,7.874416902083875
310,6.621522952470052
311,6.486334180541493
312,7.7129511826386885
313,6.131754928868868
314,7.344046629074722
315,9.079086207716765
316,8.661872152487003
317,6.147603137744317
318,5.01550085814952
319,6.28407636821203
320,6.100803801805439
321,6.038191721781321
322,6.115885269087348
323,6.031741870963334
324,7.494607516927079
325,4.936342602325931
326,3.7712219048153384
327,7.203748166048749
328,6.047164781023232
329,10.484108524435571
330,7.487216230010518
331,5.721947250941898
332,4.989460628741731
333,8.69672333709433
334,7.182462494951632
335,8.651258548546785
336,6.977024145394767
337,8.686109733154112
338,6.1554847540461255
339,6.926250118675705
340,4.562174863727064
341,6.6706130933033885
342,6.096796388740266
343,8.686109733154112
344,6.903925586070304
345,9.079086207716765
346,6.835624764678528
347,7.255520158836654
348,4.659624968801765
349,7.524630324680166
350,7.316943544796474
351,7.200404575264015
352,9.83731673309543
353,8.651258548546785
354,9.636863797789989
355,6.902416383622729
356,6.165747046799518
357,6.029677308601676
358,7.044048955302245
359,8.705484901904539
360,8.651258548546785
361,9.032944363067898
362,6.157117423122777
363,8.51963391334469
364,9.636863797789989
365,6.956629978109199
366,7.0704923387445
367,6.924813390112202
368,7.250609077803812
369,5.79296733296234
370,8.732251577802979
371,4.500445335326513
372,6.1554847540461255
373,6.148772148440799
374,8.686109733154112
375,6.205424902549911
376,6.909255091050062
377,4.953866128186036
378,6.112412490212455
379,8.651258548546785
380,6.227209792184102
381,6.715125789282937
382,8.749737062667482
383,8.47919387302719
384,8.605116703897918
385,3.367795362894771
386,8.651258548546785
387,6.744054276161455
388,7.7014349795538495
389,4.009710412208246
390,8.705484901904539
391,7.200157757719291
392,6.583332472080701
393,8.69672333709433
394,8.93371340423974
395,1.7885258271626032
396,8.675684423536193
397,6.1685738760678115
398,6.304592793436793
399,8.624491872648345
400,7.277361631483988
401,6.0379584729589
402,3.7845835104161383
403,9.032944363067898
404,5.394558543564484
405,6.401048920123351
406,10.089831687294668
407,6.098865520082436
408,7.603850824258268
409,4.532245738840905
410,9.079086207716765
411,9.83731673309543
412,4.321082660243786
413,6.490749696227052
414,8.624491872648345
415,9.787468408365983
416,6.028605397314278
417,8.682403253073531
418,6.106819141535843
419,9.079086207716765
420,6.165747046799518
421,4.786775821897135
422,5.054973515946337
423,7.827951116785167
424,4.971228567338221
425,6.0862019245530306
426,8.93371340423974
427,8.686109733154112
428,6.515402458907773
429,8.697261029973237
430,6.358814895756592
431,9.079086207716765
432,6.969549306833712
433,8.605116703897918
434,8.605116703897918
435,6.100803801805439
436,7.487216230010518
437,5.387885160762753
438,5.0137598273751856
439,7.472771786596809
440,6.047164781023232
441,7.7345641062844175
442,6.535561993373023
443,9.079086207716765
444,9.079086207716765
445,8.686109733154112
446,9.830042669583396
447,6.454180229330835
448,8.651258548546785
449,8.655636577175091
450,7.827951116785167
451,9.079086207716765
452,7.198426818511216
453,8.742865181743197
454,7.743365524777081
455,6.900750605481931
456,7.270131371196676
457,8.651258548546785
458,8.686109733154112
459,4.515251335438333
460,8.605116703897918
461,4.600012047712614
462,8.686109733154112
463,5.395670423920648
464,6.082812151825757
465,7.737245592426612
466,4.406464459793955
467,5.054973515946337
468,7.8785806813795976
469,4.708263883991993
470,7.344046629074722
471,8.651258548546785
472,8.705484901904539
473,5.101896183176768
474,4.562174863727064
475,6.220262042748168
476,9.052319531818323
477,9.876657844354456
478,4.308592851928289
479,6.10986504515751
480,5.3858069925480985
481,6.147603137744317
482,8.651258548546785
483,6.139853986468851
484,6.115885269087348
485,8.651258548546785
486,7.335286846635228
487,8.655636577175091
488,3.3991672947289846
489,4.535285956498157
490,4.308592851928289
491,6.21752590053524
492,6.231379311371573
493,8.651258548546785
494,7.2518748037444825
495,9.830042669583396
496,6.776447547525699
497,6.024799314025773
498,7.85126326835314
499,8.651258548546785
500,9.968697962983054
501,9.079086207716765
502,8.661872152487003
503,8.697261029973237
504,8.93371340423974
505,7.649238560677829
506,9.079086207716765
507,6.943678213553722
508,6.173912405951763
509,6.964436512886625
510,6.141269214247326
511,8.615730307838136
512,8.749737062667482
513,6.047164781023232
514,4.4639617730938355
515,8.605116703897918
516,8.661872152487003
517,7.838570777619197
518,8.93371340423974
519,7.284458366595974
520,6.139741382174996
521,8.906946728341298
522,4.957529571011968
523,7.261600292280338
524,6.096746886911822
525,8.605116703897918
526,7.0189391794823575
527,8.651258548546785
528,2.8727148830409357
529,4.515251335438333
530,9.079086207716765
531,9.869317898847648
532,5.760702527514001
533,8.661872152487003
534,8.651258548546785
535,8.69672333709433
536,8.615730307838136
537,8.59469139428
538,7.274175299391958
539,6.147603137744317
540,8.655636577175091
541,7.282623243114902
542,4.684909134695659
543,8.605116703897918
544,7.282623243114902
545,6.6625957846947745
546,5.976535015918389
547,7.771928495078929
548,6.724144306634109
549,6.6706130933033885
550,8.887571559590873
551,5.005063424309595
552,6.4787839356959775
553,6.157117423122777
554,4.678197974306785
555,4.994253293850859
556,7.20828053615385
557,9.079086207716765
558,6.972850910790279
559,5.086843679557236
560,6.040411959521358
561,8.625836098806744
562,4.542539896763334
563,5.024787518360673
564,6.2260407814876215
565,8.605116703897918
566,6.972164035524164
567,8.93371340423974
568,6.395855551035696
569,8.93371340423974
570,8.705484901904539
571,4.532245738840905
572,6.047164781023232
573,8.693016857013749
574,7.091521190998427
575,6.141269214247326
576,5.645548626419051
577,6.141386535748752
578,3.633885611426052
579,6.926250118675705
580,10.684516133280804
581,5.395670423920648
582,6.420707406516288
583,3.39184602064282
584,5.6573169760898985
585,7.539456784187543
586,8.651258548546785
587,6.894313814089659
588,10.063065011396228
589,6.0862019245530306
590,7.18806366088307
591,7.657850812887184
592,8.459411976475467
593,6.147603137744317
594,6.621522952470052
595,7.325532982408775
596,6.147603137744317
597,6.76963007114209
598,6.1780881614462695
599,7.049086183513241
600,6.218141632912103
601,9.079086207716765
602,6.434761243998252
603,10.484108524435571
604,8.697261029973237
605,7.205286711416708
606,3.0771674069088846
607,8.605116703897918
608,4.334780956818893
609,7.573901467860079
610,8.693016857013749
611,8.697261029973237
612,7.316943544796474
613,8.651258548546785
614,4.25439756377234
615,9.079086207716765
616,6.349247621682997
617,6.926498588592434
618,10.089831687294668
619,6.222847083988626
620,8.651258548546785
621,6.862665142563103
622,10.474041932920915
623,9.032944363067898
624,5.395670423920648
625,6.141386535748752
626,6.926250118675705
627,6.109798361519085
628,5.014440465903325
629,7.327033932567164
630,7.263318946570476
631,6.454638140011571
632,6.236079532522267
633,5.087352081543374
634,6.2320836925574925
635,6.240249051709738
636,6.035131643690607
637,8.69672333709433
638,6.030828915849343
639,4.21942733976251
640,6.967962984680481
641,6.724144306634109
642,4.953866128186036
643,8.651258548546785
644,4.1881964510798255
645,10.684516133280804
646,6.228058083269718
647,9.079086207716765
648,4.505344558881557
649,9.760701732467544
650,8.59469139428
651,5.087352081543374
652,7.3126400234910065
653,7.472771786596809
654,8.661872152487003
655,4.099450891085734
656,6.924813390112202
657,5.271382659362656
658,4.22931717363144
659,7.3172428471191004
660,9.079086207716765
661,6.147603137744317
662,6.1780881614462695
663,6.148772148440799
664,1.8075960142647072
665,10.674449541766148
666,8.651258548546785
667,7.207298062821245
668,4.684909134695659
669,11.382466063870101
670,6.810103464231332
671,9.869317898847648
672,4.701352899143508
673,5.054973515946337
674,6.2401364474158845
675,11.020600558315648
676,9.079086207716765
677,3.3151953337311073
678,6.547116066223874
679,7.487216230010518
680,3.111271466378826
681,3.394342804891337
682,7.517433593026161
683,6.152941667628271
684,8.605116703897918
685,8.59469139428
